Previous Coordinates;Current Coordinates;Current Road;Target Road;Google Maps Link;City
40.656134, 22.931798;40.656115, 22.931974;;;https://www.google.com/maps/dir/40.656134,22.931798/40.656115,22.931974;Thessaloniki
40.650033, 22.960593;40.650158, 22.960663;;;https://www.google.com/maps/dir/40.650033,22.960593/40.650158,22.960663;Thessaloniki
40.631149, 22.953352;40.631230, 22.953200;;;https://www.google.com/maps/dir/40.631149,22.953352/40.631230,22.953200;Thessaloniki
40.651139, 22.922780;40.651139, 22.922602;;;https://www.google.com/maps/dir/40.651139,22.922780/40.651139,22.922602;Thessaloniki
40.656006, 22.944438;40.656088, 22.944580;;;https://www.google.com/maps/dir/40.656006,22.944438/40.656088,22.944580;Thessaloniki
40.649305, 22.962192;40.649283, 22.962017;;;https://www.google.com/maps/dir/40.649305,22.962192/40.649283,22.962017;Thessaloniki
40.648301, 22.926727;40.648194, 22.926619;;;https://www.google.com/maps/dir/40.648301,22.926727/40.648194,22.926619;Thessaloniki
40.644297, 22.933152;40.644250, 22.932986;;;https://www.google.com/maps/dir/40.644297,22.933152/40.644250,22.932986;Thessaloniki
40.661790, 22.949485;40.661752, 22.949655;;;https://www.google.com/maps/dir/40.661790,22.949485/40.661752,22.949655;Thessaloniki
40.631874, 22.967140;40.631866, 22.967180;;;https://www.google.com/maps/dir/40.631874,22.967140/40.631866,22.967180;Thessaloniki
40.650087, 22.940720;40.650008, 22.940576;;;https://www.google.com/maps/dir/40.650087,22.940720/40.650008,22.940576;Thessaloniki
40.646876, 22.951926;40.646967, 22.951795;;;https://www.google.com/maps/dir/40.646876,22.951926/40.646967,22.951795;Thessaloniki
40.643918, 22.945867;40.643923, 22.945935;;;https://www.google.com/maps/dir/40.643918,22.945867/40.643923,22.945935;Thessaloniki
40.653451, 22.951021;40.653541, 22.950889;;;https://www.google.com/maps/dir/40.653451,22.951021/40.653541,22.950889;Thessaloniki
40.650629, 22.957368;40.650646, 22.957370;;;https://www.google.com/maps/dir/40.650629,22.957368/40.650646,22.957370;Thessaloniki
40.650347, 22.948331;40.650254, 22.948459;;;https://www.google.com/maps/dir/40.650347,22.948331/40.650254,22.948459;Thessaloniki
40.630844, 22.942370;40.630760, 22.942509;;;https://www.google.com/maps/dir/40.630844,22.942370/40.630760,22.942509;Thessaloniki
40.647746, 22.943997;40.647844, 22.943874;;;https://www.google.com/maps/dir/40.647746,22.943997/40.647844,22.943874;Thessaloniki
40.657818, 22.925827;40.657761, 22.926048;;;https://www.google.com/maps/dir/40.657818,22.925827/40.657761,22.926048;Thessaloniki
40.643273, 22.946348;40.643142, 22.946304;;;https://www.google.com/maps/dir/40.643273,22.946348/40.643142,22.946304;Thessaloniki
40.637714, 22.942586;40.637828, 22.942682;;;https://www.google.com/maps/dir/40.637714,22.942586/40.637828,22.942682;Thessaloniki
40.644160, 22.964486;40.644162, 22.964565;;;https://www.google.com/maps/dir/40.644160,22.964486/40.644162,22.964565;Thessaloniki
40.633989, 22.958357;40.633955, 22.958529;;;https://www.google.com/maps/dir/40.633989,22.958357/40.633955,22.958529;Thessaloniki
40.647664, 22.936953;40.647541, 22.937027;;;https://www.google.com/maps/dir/40.647664,22.936953/40.647541,22.937027;Thessaloniki
40.645274, 22.949064;40.645298, 22.949231;;;https://www.google.com/maps/dir/40.645274,22.949064/40.645298,22.949231;Thessaloniki
40.651475, 22.948624;40.651559, 22.948485;;;https://www.google.com/maps/dir/40.651475,22.948624/40.651559,22.948485;Thessaloniki
40.649364, 22.923214;40.649251, 22.923116;;;https://www.google.com/maps/dir/40.649364,22.923214/40.649251,22.923116;Thessaloniki
40.629278, 22.962578;40.629399, 22.962498;;;https://www.google.com/maps/dir/40.629278,22.962578/40.629399,22.962498;Thessaloniki
40.653025, 22.921733;40.652943, 22.921874;;;https://www.google.com/maps/dir/40.653025,22.921733/40.652943,22.921874;Thessaloniki
40.647155, 22.947305;40.647141, 22.947312;;;https://www.google.com/maps/dir/40.647155,22.947305/40.647141,22.947312;Thessaloniki
38.228386, 21.732698;38.228421, 21.732575;;;https://www.google.com/maps/dir/38.228386,21.732698/38.228421,21.732575;Patras
38.240714, 21.728754;38.240848, 21.728777;;;https://www.google.com/maps/dir/38.240714,21.728754/38.240848,21.728777;Patras
38.232990, 21.730549;38.232856, 21.730568;;;https://www.google.com/maps/dir/38.232990,21.730549/38.232856,21.730568;Patras
38.243842, 21.753088;38.243936, 21.753211;;;https://www.google.com/maps/dir/38.243842,21.753088/38.243936,21.753211;Patras
38.262983, 21.743798;38.262852, 21.743757;;;https://www.google.com/maps/dir/38.262983,21.743798/38.262852,21.743757;Patras
38.240652, 21.751536;38.240781, 21.751587;;;https://www.google.com/maps/dir/38.240652,21.751536/38.240781,21.751587;Patras
38.229895, 21.730522;38.229768, 21.730463;;;https://www.google.com/maps/dir/38.229895,21.730522/38.229768,21.730463;Patras
38.255834, 21.744601;38.255874, 21.744766;;;https://www.google.com/maps/dir/38.255834,21.744601/38.255874,21.744766;Patras
38.249532, 21.735835;38.249628, 21.735956;;;https://www.google.com/maps/dir/38.249532,21.735835/38.249628,21.735956;Patras
38.252832, 21.738243;38.252964, 21.738279;;;https://www.google.com/maps/dir/38.252832,21.738243/38.252964,21.738279;Patras
38.240301, 21.729291;38.240167, 21.729268;;;https://www.google.com/maps/dir/38.240301,21.729291/38.240167,21.729268;Patras
38.234823, 21.740791;38.234826, 21.740963;;;https://www.google.com/maps/dir/38.234823,21.740791/38.234826,21.740963;Patras
38.250912, 21.745144;38.250941, 21.745083;;;https://www.google.com/maps/dir/38.250912,21.745144/38.250941,21.745083;Patras
38.239970, 21.733151;38.239949, 21.733320;;;https://www.google.com/maps/dir/38.239970,21.733151/38.239949,21.733320;Patras
38.259647, 21.740183;38.259761, 21.740274;;;https://www.google.com/maps/dir/38.259647,21.740183/38.259761,21.740274;Patras
38.246609, 21.741043;38.246502, 21.740938;;;https://www.google.com/maps/dir/38.246609,21.741043/38.246502,21.740938;Patras
38.243672, 21.742718;38.243768, 21.742793;;;https://www.google.com/maps/dir/38.243672,21.742718/38.243768,21.742793;Patras
38.236482, 21.732131;38.236521, 21.732296;;;https://www.google.com/maps/dir/38.236482,21.732131/38.236521,21.732296;Patras
38.257025, 21.742320;38.257153, 21.742376;;;https://www.google.com/maps/dir/38.257025,21.742320/38.257153,21.742376;Patras
38.243945, 21.754803;38.243834, 21.754704;;;https://www.google.com/maps/dir/38.243945,21.754803/38.243834,21.754704;Patras
38.238440, 21.752113;38.238494, 21.751983;;;https://www.google.com/maps/dir/38.238440,21.752113/38.238494,21.751983;Patras
38.253709, 21.738312;38.253752, 21.738149;;;https://www.google.com/maps/dir/38.253709,21.738312/38.253752,21.738149;Patras
38.250939, 21.744658;38.251065, 21.744718;;;https://www.google.com/maps/dir/38.250939,21.744658/38.251065,21.744718;Patras
38.233302, 21.745122;38.233198, 21.745014;;;https://www.google.com/maps/dir/38.233302,21.745122/38.233198,21.745014;Patras
38.233916, 21.746156;38.234038, 21.746082;;;https://www.google.com/maps/dir/38.233916,21.746156/38.234038,21.746082;Patras
38.254606, 21.753322;38.254536, 21.753468;;;https://www.google.com/maps/dir/38.254606,21.753322/38.254536,21.753468;Patras
38.233442, 21.731728;38.233577, 21.731733;;;https://www.google.com/maps/dir/38.233442,21.731728/38.233577,21.731733;Patras
38.237244, 21.739264;38.237109, 21.739277;;;https://www.google.com/maps/dir/38.237244,21.739264/38.237109,21.739277;Patras
38.239634, 21.751425;38.239759, 21.751490;;;https://www.google.com/maps/dir/38.239634,21.751425/38.239759,21.751490;Patras
38.261310, 21.748739;38.261433, 21.748809;;;https://www.google.com/maps/dir/38.261310,21.748739/38.261433,21.748809;Patras
38.238323, 21.740433;38.238274, 21.740534;;;https://www.google.com/maps/dir/38.238323,21.740433/38.238274,21.740534;Patras
38.239366, 21.744999;38.239432, 21.744848;;;https://www.google.com/maps/dir/38.239366,21.744999/38.239432,21.744848;Patras
38.238323, 21.747328;38.238441, 21.747411;;;https://www.google.com/maps/dir/38.238323,21.747328/38.238441,21.747411;Patras
38.257161, 21.751710;38.257050, 21.751612;;;https://www.google.com/maps/dir/38.257161,21.751710/38.257050,21.751612;Patras
38.238102, 21.748243;38.238040, 21.748395;;;https://www.google.com/maps/dir/38.238102,21.748243/38.238040,21.748395;Patras
38.243785, 21.739838;38.243727, 21.739993;;;https://www.google.com/maps/dir/38.243785,21.739838/38.243727,21.739993;Patras
38.258513, 21.746900;38.258640, 21.746958;;;https://www.google.com/maps/dir/38.258513,21.746900/38.258640,21.746958;Patras
38.238879, 21.753001;38.238813, 21.753151;;;https://www.google.com/maps/dir/38.238879,21.753001/38.238813,21.753151;Patras
38.252149, 21.745992;38.252191, 21.746123;;;https://www.google.com/maps/dir/38.252149,21.745992/38.252191,21.746123;Patras
38.234570, 21.746398;38.234640, 21.746491;;;https://www.google.com/maps/dir/38.234570,21.746398/38.234640,21.746491;Patras
38.228614, 21.736653;38.228722, 21.736607;;;https://www.google.com/maps/dir/38.228614,21.736653/38.228722,21.736607;Patras
38.229066, 21.727727;38.229195, 21.727775;;;https://www.google.com/maps/dir/38.229066,21.727727/38.229195,21.727775;Patras
38.242261, 21.726534;38.242127, 21.726518;;;https://www.google.com/maps/dir/38.242261,21.726534/38.242127,21.726518;Patras
38.232736, 21.740889;38.232737, 21.741061;;;https://www.google.com/maps/dir/38.232736,21.740889/38.232737,21.741061;Patras
38.258544, 21.746116;38.258420, 21.746050;;;https://www.google.com/maps/dir/38.258544,21.746116/38.258420,21.746050;Patras
38.259780, 21.747983;38.259830, 21.747850;;;https://www.google.com/maps/dir/38.259780,21.747983/38.259830,21.747850;Patras
38.233093, 21.742376;38.233098, 21.742547;;;https://www.google.com/maps/dir/38.233093,21.742376/38.233098,21.742547;Patras
38.251108, 21.746145;38.251231, 21.746074;;;https://www.google.com/maps/dir/38.251108,21.746145/38.251231,21.746074;Patras
38.239441, 21.728532;38.239574, 21.728558;;;https://www.google.com/maps/dir/38.239441,21.728532/38.239574,21.728558;Patras
38.231245, 21.734822;38.231167, 21.734962;;;https://www.google.com/maps/dir/38.231245,21.734822/38.231167,21.734962;Patras
38.247899, 21.742172;38.247928, 21.742340;;;https://www.google.com/maps/dir/38.247899,21.742172/38.247928,21.742340;Patras
38.249079, 21.739382;38.249174, 21.739504;;;https://www.google.com/maps/dir/38.249079,21.739382/38.249174,21.739504;Patras
38.241672, 21.729851;38.241767, 21.729973;;;https://www.google.com/maps/dir/38.241672,21.729851/38.241767,21.729973;Patras
38.232018, 21.737298;38.231965, 21.737456;;;https://www.google.com/maps/dir/38.232018,21.737298/38.231965,21.737456;Patras
38.232364, 21.740905;38.232370, 21.741076;;;https://www.google.com/maps/dir/38.232364,21.740905/38.232370,21.741076;Patras
38.241096, 21.726508;38.241199, 21.726531;;;https://www.google.com/maps/dir/38.241096,21.726508/38.241199,21.726531;Patras
38.230987, 21.743196;38.231069, 21.743059;;;https://www.google.com/maps/dir/38.230987,21.743196/38.231069,21.743059;Patras
38.239351, 21.741399;38.239289, 21.741551;;;https://www.google.com/maps/dir/38.239351,21.741399/38.239289,21.741551;Patras
38.236051, 21.727022;38.235918, 21.727001;;;https://www.google.com/maps/dir/38.236051,21.727022/38.235918,21.727001;Patras
38.251347, 21.742436;38.251335, 21.742465;;;https://www.google.com/maps/dir/38.251347,21.742436/38.251335,21.742465;Patras
38.230274, 21.743413;38.230168, 21.743307;;;https://www.google.com/maps/dir/38.230274,21.743413/38.230168,21.743307;Patras
38.233904, 21.732660;38.233770, 21.732679;;;https://www.google.com/maps/dir/38.233904,21.732660/38.233770,21.732679;Patras
38.235704, 21.729258;38.235704, 21.729086;;;https://www.google.com/maps/dir/38.235704,21.729258/38.235704,21.729086;Patras
38.251772, 21.746518;38.251663, 21.746418;;;https://www.google.com/maps/dir/38.251772,21.746518/38.251663,21.746418;Patras
38.257067, 21.744573;38.256940, 21.744517;;;https://www.google.com/maps/dir/38.257067,21.744573/38.256940,21.744517;Patras
38.238426, 21.745145;38.238508, 21.745142;;;https://www.google.com/maps/dir/38.238426,21.745145/38.238508,21.745142;Patras
38.237689, 21.748080;38.237746, 21.747925;;;https://www.google.com/maps/dir/38.237689,21.748080/38.237746,21.747925;Patras
38.252491, 21.744059;38.252382, 21.743958;;;https://www.google.com/maps/dir/38.252491,21.744059/38.252382,21.743958;Patras
38.243891, 21.752114;38.243988, 21.752234;;;https://www.google.com/maps/dir/38.243891,21.752114/38.243988,21.752234;Patras
38.236711, 21.749813;38.236611, 21.749927;;;https://www.google.com/maps/dir/38.236711,21.749813/38.236611,21.749927;Patras
38.231561, 21.732666;38.231591, 21.732833;;;https://www.google.com/maps/dir/38.231561,21.732666/38.231591,21.732833;Patras
38.251862, 21.745748;38.251815, 21.745909;;;https://www.google.com/maps/dir/38.251862,21.745748/38.251815,21.745909;Patras
38.235370, 21.751364;38.235383, 21.751332;;;https://www.google.com/maps/dir/38.235370,21.751364/38.235383,21.751332;Patras
38.247330, 21.732300;38.247234, 21.732179;;;https://www.google.com/maps/dir/38.247330,21.732300/38.247234,21.732179;Patras
38.234079, 21.733387;38.233953, 21.733447;;;https://www.google.com/maps/dir/38.234079,21.733387/38.233953,21.733447;Patras
38.247211, 21.741696;38.247311, 21.741811;;;https://www.google.com/maps/dir/38.247211,21.741696/38.247311,21.741811;Patras
38.260084, 21.739691;38.260209, 21.739755;;;https://www.google.com/maps/dir/38.260084,21.739691/38.260209,21.739755;Patras
38.244065, 21.728734;38.243968, 21.728853;;;https://www.google.com/maps/dir/38.244065,21.728734/38.243968,21.728853;Patras
38.246672, 21.731084;38.246613, 21.730930;;;https://www.google.com/maps/dir/38.246672,21.731084/38.246613,21.730930;Patras
38.245794, 21.743195;38.245792, 21.743023;;;https://www.google.com/maps/dir/38.245794,21.743195/38.245792,21.743023;Patras
35.338167, 25.137149;35.338033, 25.137131;;;https://www.google.com/maps/dir/35.338167,25.137149/35.338033,25.137131;Heraklion
35.323442, 25.144064;35.323309, 25.144037;;;https://www.google.com/maps/dir/35.323442,25.144064/35.323309,25.144037;Heraklion
35.328584, 25.131337;35.328450, 25.131317;;;https://www.google.com/maps/dir/35.328584,25.131337/35.328450,25.131317;Heraklion
35.325256, 25.152101;35.325402, 25.152140;;;https://www.google.com/maps/dir/35.325256,25.152101/35.325402,25.152140;Heraklion
35.325290, 25.131199;35.325208, 25.131211;;;https://www.google.com/maps/dir/35.325290,25.131199/35.325208,25.131211;Heraklion
35.334210, 25.144790;35.334345, 25.144796;;;https://www.google.com/maps/dir/35.334210,25.144790/35.334345,25.144796;Heraklion
35.329309, 25.135384;35.329263, 25.135229;;;https://www.google.com/maps/dir/35.329309,25.135384/35.329263,25.135229;Heraklion
35.336813, 25.163262;35.336813, 25.163097;;;https://www.google.com/maps/dir/35.336813,25.163262/35.336813,25.163097;Heraklion
35.327744, 25.139959;35.327751, 25.140124;;;https://www.google.com/maps/dir/35.327744,25.139959/35.327751,25.140124;Heraklion
35.336201, 25.122315;35.336221, 25.122478;;;https://www.google.com/maps/dir/35.336201,25.122315/35.336221,25.122478;Heraklion
35.327833, 25.148134;35.327833, 25.148299;;;https://www.google.com/maps/dir/35.327833,25.148134/35.327833,25.148299;Heraklion
35.322485, 25.142908;35.322599, 25.142916;;;https://www.google.com/maps/dir/35.322485,25.142908/35.322599,25.142916;Heraklion
35.339047, 25.150990;35.338999, 25.151144;;;https://www.google.com/maps/dir/35.339047,25.150990/35.338999,25.151144;Heraklion
35.327808, 25.135461;35.327769, 25.135302;;;https://www.google.com/maps/dir/35.327808,25.135461/35.327769,25.135302;Heraklion
35.333721, 25.143345;35.333816, 25.143463;;;https://www.google.com/maps/dir/35.333721,25.143345/35.333816,25.143463;Heraklion
35.339657, 25.128408;35.339685, 25.128408;;;https://www.google.com/maps/dir/35.339657,25.128408/35.339685,25.128408;Heraklion
35.337476, 25.157487;35.337437, 25.157329;;;https://www.google.com/maps/dir/35.337476,25.157487/35.337437,25.157329;Heraklion
35.330224, 25.123266;35.330305, 25.123399;;;https://www.google.com/maps/dir/35.330224,25.123266/35.330305,25.123399;Heraklion
35.336982, 25.162186;35.337015, 25.162026;;;https://www.google.com/maps/dir/35.336982,25.162186/35.337015,25.162026;Heraklion
35.332589, 25.139311;35.332719, 25.139354;;;https://www.google.com/maps/dir/35.332589,25.139311/35.332719,25.139354;Heraklion
35.319751, 25.142027;35.319883, 25.141993;;;https://www.google.com/maps/dir/35.319751,25.142027/35.319883,25.141993;Heraklion
35.329659, 25.153783;35.329572, 25.153909;;;https://www.google.com/maps/dir/35.329659,25.153783/35.329572,25.153909;Heraklion
35.336623, 25.131788;35.336505, 25.131708;;;https://www.google.com/maps/dir/35.336623,25.131788/35.336505,25.131708;Heraklion
35.339777, 25.138229;35.339765, 25.138394;;;https://www.google.com/maps/dir/35.339777,25.138229/35.339765,25.138394;Heraklion
35.337569, 25.145373;35.337737, 25.145447;;;https://www.google.com/maps/dir/35.337569,25.145373/35.337737,25.145447;Heraklion
35.334836, 25.164100;35.334834, 25.164265;;;https://www.google.com/maps/dir/35.334836,25.164100/35.334834,25.164265;Heraklion
35.321955, 25.149382;35.322019, 25.149392;;;https://www.google.com/maps/dir/35.321955,25.149382/35.322019,25.149392;Heraklion
35.321634, 25.140731;35.321569, 25.140655;;;https://www.google.com/maps/dir/35.321634,25.140731/35.321569,25.140655;Heraklion
35.328279, 25.134274;35.328409, 25.134317;;;https://www.google.com/maps/dir/35.328279,25.134274/35.328409,25.134317;Heraklion
35.328111, 25.140912;35.328002, 25.141009;;;https://www.google.com/maps/dir/35.328111,25.140912/35.328002,25.141009;Heraklion
35.337504, 25.149239;35.337639, 25.149249;;;https://www.google.com/maps/dir/35.337504,25.149239/35.337639,25.149249;Heraklion
35.336422, 25.128494;35.336427, 25.128615;;;https://www.google.com/maps/dir/35.336422,25.128494/35.336427,25.128615;Heraklion
35.321892, 25.147182;35.321941, 25.147306;;;https://www.google.com/maps/dir/35.321892,25.147182/35.321941,25.147306;Heraklion
35.337371, 25.160499;35.337407, 25.160659;;;https://www.google.com/maps/dir/35.337371,25.160499/35.337407,25.160659;Heraklion
35.321112, 25.151530;35.320990, 25.151599;;;https://www.google.com/maps/dir/35.321112,25.151530/35.320990,25.151599;Heraklion
35.320650, 25.146244;35.320515, 25.146239;;;https://www.google.com/maps/dir/35.320650,25.146244/35.320515,25.146239;Heraklion
35.330430, 25.129347;35.330527, 25.129345;;;https://www.google.com/maps/dir/35.330430,25.129347/35.330527,25.129345;Heraklion
35.328689, 25.157567;35.328557, 25.157603;;;https://www.google.com/maps/dir/35.328689,25.157567/35.328557,25.157603;Heraklion
35.326625, 25.139361;35.326728, 25.139468;;;https://www.google.com/maps/dir/35.326625,25.139361/35.326728,25.139468;Heraklion
35.342484, 25.153338;35.342448, 25.153343;;;https://www.google.com/maps/dir/35.342484,25.153338/35.342448,25.153343;Heraklion
35.324353, 25.143655;35.324344, 25.143668;;;https://www.google.com/maps/dir/35.324353,25.143655/35.324344,25.143668;Heraklion
35.323599, 25.146219;35.323464, 25.146212;;;https://www.google.com/maps/dir/35.323599,25.146219/35.323464,25.146212;Heraklion
35.329171, 25.150207;35.329098, 25.150346;;;https://www.google.com/maps/dir/35.329171,25.150207/35.329098,25.150346;Heraklion
35.330246, 25.151097;35.330204, 25.151188;;;https://www.google.com/maps/dir/35.330246,25.151097/35.330204,25.151188;Heraklion
35.340442, 25.125800;35.340319, 25.125755;;;https://www.google.com/maps/dir/35.340442,25.125800/35.340319,25.125755;Heraklion
35.336514, 25.131094;35.336370, 25.130995;;;https://www.google.com/maps/dir/35.336514,25.131094/35.336370,25.130995;Heraklion
35.328452, 25.141819;35.328455, 25.141984;;;https://www.google.com/maps/dir/35.328452,25.141819/35.328455,25.141984;Heraklion
35.338530, 25.137180;35.338539, 25.137281;;;https://www.google.com/maps/dir/35.338530,25.137180/35.338539,25.137281;Heraklion
35.340004, 25.132073;35.340110, 25.132145;;;https://www.google.com/maps/dir/35.340004,25.132073/35.340110,25.132145;Heraklion
35.321607, 25.150279;35.321485, 25.150208;;;https://www.google.com/maps/dir/35.321607,25.150279/35.321485,25.150208;Heraklion
35.332099, 25.143840;35.331964, 25.143831;;;https://www.google.com/maps/dir/35.332099,25.143840/35.331964,25.143831;Heraklion
35.336755, 25.138150;35.336724, 25.138203;;;https://www.google.com/maps/dir/35.336755,25.138150/35.336724,25.138203;Heraklion
35.328066, 25.159681;35.327980, 25.159710;;;https://www.google.com/maps/dir/35.328066,25.159681/35.327980,25.159710;Heraklion
35.328817, 25.130333;35.328822, 25.130346;;;https://www.google.com/maps/dir/35.328817,25.130333/35.328822,25.130346;Heraklion
35.324513, 25.139736;35.324483, 25.139575;;;https://www.google.com/maps/dir/35.324513,25.139736/35.324483,25.139575;Heraklion
35.334505, 25.160344;35.334372, 25.160368;;;https://www.google.com/maps/dir/35.334505,25.160344/35.334372,25.160368;Heraklion
35.341672, 25.158200;35.341702, 25.158361;;;https://www.google.com/maps/dir/35.341672,25.158200/35.341702,25.158361;Heraklion
35.329216, 25.159892;35.329248, 25.159927;;;https://www.google.com/maps/dir/35.329216,25.159892/35.329248,25.159927;Heraklion
35.325026, 25.136290;35.325008, 25.136454;;;https://www.google.com/maps/dir/35.325026,25.136290/35.325008,25.136454;Heraklion
35.340070, 25.131928;35.340004, 25.132073;;;https://www.google.com/maps/dir/35.340070,25.131928/35.340004,25.132073;Heraklion
39.632518, 22.432303;39.632440, 22.432445;;;https://www.google.com/maps/dir/39.632518,22.432303/39.632440,22.432445;Larissa
39.648911, 22.432120;39.648791, 22.432039;;;https://www.google.com/maps/dir/39.648911,22.432120/39.648791,22.432039;Larissa
39.633255, 22.437379;39.633126, 22.437328;;;https://www.google.com/maps/dir/39.633255,22.437379/39.633126,22.437328;Larissa
39.628604, 22.436303;39.628572, 22.436473;;;https://www.google.com/maps/dir/39.628604,22.436303/39.628572,22.436473;Larissa
39.623505, 22.418663;39.623639, 22.418640;;;https://www.google.com/maps/dir/39.623505,22.418663/39.623639,22.418640;Larissa
39.652353, 22.435279;39.652305, 22.435302;;;https://www.google.com/maps/dir/39.652353,22.435279/39.652305,22.435302;Larissa
39.627557, 22.412070;39.627445, 22.411972;;;https://www.google.com/maps/dir/39.627557,22.412070/39.627445,22.411972;Larissa
39.641264, 22.421626;39.641347, 22.421764;;;https://www.google.com/maps/dir/39.641264,22.421626/39.641347,22.421764;Larissa
39.646272, 22.427871;39.646404, 22.427903;;;https://www.google.com/maps/dir/39.646272,22.427871/39.646404,22.427903;Larissa
39.637462, 22.428414;39.637481, 22.428587;;;https://www.google.com/maps/dir/39.637462,22.428414/39.637481,22.428587;Larissa
39.646707, 22.420414;39.646766, 22.420256;;;https://www.google.com/maps/dir/39.646707,22.420414/39.646766,22.420256;Larissa
39.643701, 22.428694;39.643740, 22.428861;;;https://www.google.com/maps/dir/39.643701,22.428694/39.643740,22.428861;Larissa
39.621662, 22.408883;39.621710, 22.408920;;;https://www.google.com/maps/dir/39.621662,22.408883/39.621710,22.408920;Larissa
39.643212, 22.434983;39.643202, 22.435158;;;https://www.google.com/maps/dir/39.643212,22.434983/39.643202,22.435158;Larissa
39.641948, 22.408287;39.642083, 22.408286;;;https://www.google.com/maps/dir/39.641948,22.408287/39.642083,22.408286;Larissa
39.651706, 22.432285;39.651827, 22.432364;;;https://www.google.com/maps/dir/39.651706,22.432285/39.651827,22.432364;Larissa
39.643913, 22.434657;39.643925, 22.434483;;;https://www.google.com/maps/dir/39.643913,22.434657/39.643925,22.434483;Larissa
39.649473, 22.429496;39.649358, 22.429404;;;https://www.google.com/maps/dir/39.649473,22.429496/39.649358,22.429404;Larissa
39.632720, 22.404011;39.632724, 22.404186;;;https://www.google.com/maps/dir/39.632720,22.404011/39.632724,22.404186;Larissa
39.647965, 22.436165;39.647833, 22.436199;;;https://www.google.com/maps/dir/39.647965,22.436165/39.647833,22.436199;Larissa
39.633560, 22.409329;39.633425, 22.409347;;;https://www.google.com/maps/dir/39.633560,22.409329/39.633425,22.409347;Larissa
39.639291, 22.403745;39.639159, 22.403709;;;https://www.google.com/maps/dir/39.639291,22.403745/39.639159,22.403709;Larissa
39.629617, 22.433269;39.629490, 22.433210;;;https://www.google.com/maps/dir/39.629617,22.433269/39.629490,22.433210;Larissa
39.636598, 22.414419;39.636598, 22.414594;;;https://www.google.com/maps/dir/39.636598,22.414419/39.636598,22.414594;Larissa
39.623820, 22.407657;39.623688, 22.407624;;;https://www.google.com/maps/dir/39.623820,22.407657/39.623688,22.407624;Larissa
39.630563, 22.430640;39.630638, 22.430786;;;https://www.google.com/maps/dir/39.630563,22.430640/39.630638,22.430786;Larissa
39.642282, 22.402952;39.642254, 22.403124;;;https://www.google.com/maps/dir/39.642282,22.402952/39.642254,22.403124;Larissa
39.627821, 22.416883;39.627894, 22.416736;;;https://www.google.com/maps/dir/39.627821,22.416883/39.627894,22.416736;Larissa
39.630465, 22.431846;39.630495, 22.431687;;;https://www.google.com/maps/dir/39.630465,22.431846/39.630495,22.431687;Larissa
39.622188, 22.428828;39.622226, 22.428938;;;https://www.google.com/maps/dir/39.622188,22.428828/39.622226,22.428938;Larissa
39.628155, 22.427932;39.628209, 22.428093;;;https://www.google.com/maps/dir/39.628155,22.427932/39.628209,22.428093;Larissa
39.626253, 22.435929;39.626200, 22.436024;;;https://www.google.com/maps/dir/39.626253,22.435929/39.626200,22.436024;Larissa
39.624747, 22.424175;39.624860, 22.424081;;;https://www.google.com/maps/dir/39.624747,22.424175/39.624860,22.424081;Larissa
39.632486, 22.437402;39.632362, 22.437333;;;https://www.google.com/maps/dir/39.632486,22.437402/39.632362,22.437333;Larissa
39.638354, 22.436733;39.638396, 22.436900;;;https://www.google.com/maps/dir/39.638354,22.436733/39.638396,22.436900;Larissa
39.638562, 22.422741;39.638501, 22.422897;;;https://www.google.com/maps/dir/39.638562,22.422741/39.638501,22.422897;Larissa
39.633360, 22.439369;39.633355, 22.439544;;;https://www.google.com/maps/dir/39.633360,22.439369/39.633355,22.439544;Larissa
39.629324, 22.399154;39.629327, 22.399329;;;https://www.google.com/maps/dir/39.629324,22.399154/39.629327,22.399329;Larissa
39.629990, 22.428083;39.630117, 22.428023;;;https://www.google.com/maps/dir/39.629990,22.428083/39.630117,22.428023;Larissa
39.627863, 22.429033;39.627988, 22.428964;;;https://www.google.com/maps/dir/39.627863,22.429033/39.627988,22.428964;Larissa
39.650224, 22.430722;39.650343, 22.430804;;;https://www.google.com/maps/dir/39.650224,22.430722/39.650343,22.430804;Larissa
39.640268, 22.405198;39.640240, 22.405369;;;https://www.google.com/maps/dir/39.640268,22.405198/39.640240,22.405369;Larissa
39.629009, 22.399260;39.628877, 22.399223;;;https://www.google.com/maps/dir/39.629009,22.399260/39.628877,22.399223;Larissa
39.644289, 22.425607;39.644369, 22.425747;;;https://www.google.com/maps/dir/39.644289,22.425607/39.644369,22.425747;Larissa
39.625360, 22.431707;39.625362, 22.431728;;;https://www.google.com/maps/dir/39.625360,22.431707/39.625362,22.431728;Larissa
39.645066, 22.417354;39.645177, 22.417454;;;https://www.google.com/maps/dir/39.645066,22.417354/39.645177,22.417454;Larissa
39.641364, 22.405275;39.641232, 22.405239;;;https://www.google.com/maps/dir/39.641364,22.405275/39.641232,22.405239;Larissa
39.637982, 22.414503;39.638039, 22.414344;;;https://www.google.com/maps/dir/39.637982,22.414503/39.638039,22.414344;Larissa
39.630259, 22.435935;39.630333, 22.435789;;;https://www.google.com/maps/dir/39.630259,22.435935/39.630333,22.435789;Larissa
39.625011, 22.416330;39.625146, 22.416315;;;https://www.google.com/maps/dir/39.625011,22.416330/39.625146,22.416315;Larissa
